year,tract_geoid,census_full_code,degree_sum,betweenness_sum,closeness_sum,eigen_or_katz_sum,pagerank_sum,degree_mean,betweenness_mean,closeness_mean,eigen_or_katz_mean,pagerank_mean,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B25001_001E,B25001_001M
2021,18097390602,1400000US18097390602,0.004830917874396135,0.010691535306735776,0.10586777222406352,3.7162249969454215e-06,0.002132859441136315,0.0008051529790660225,0.0017819225511226293,0.017644628704010585,6.193708328242369e-07,0.00035547657352271914,1441,225,16,27,131,92,264,247,68,100,243,129,144,126,44,42,191,88,292,126,48,60,1890,217
2021,18097390700,1400000US18097390700,0.006901311249137336,0.1653225651404532,0.2306261686654666,4.407107508350691e-07,0.0034413105239918325,0.0006901311249137336,0.016532256514045322,0.02306261686654666,4.4071075083506906e-08,0.00034413105239918326,478,120,38,54,75,60,20,30,9,13,41,42,0,12,17,18,12,18,194,117,72,75,1535,263
2021,18097390801,1400000US18097390801,0.002070393374741201,0.007957292487837758,0.04064595535758094,3.4008193182970914e-06,0.0009407980546866543,0.0006901311249137336,0.0026524308292792524,0.013548651785860314,1.1336064394323637e-06,0.0003135993515622181,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2021,18097390802,1400000US18097390802,0.010351966873706004,0.013812219193062176,0.1756963556011427,2.0011539551293128e-05,0.004558094543075951,0.0007963051441312311,0.0010624783994663213,0.013515104277010977,1.5393491962533175e-06,0.0003506226571596885,532,131,15,22,45,42,78,72,116,82,0,12,113,71,21,33,72,65,66,41,6,10,1562,133
2021,18097390900,1400000US18097390900,0.01621808143547274,0.6011892938641417,0.6460159676111462,0.0014874731379999795,0.007681595988076855,0.0007051339754553366,0.026138664950614853,0.02808765076570201,6.46727451304339e-05,0.0003339824342642111,839,278,144,173,65,42,42,33,61,43,48,35,62,41,50,74,75,48,264,190,28,32,1803,296
2021,18097391001,1400000US18097391001,0.02484472049689441,1.570700919980313,0.8574413248236348,0.216237891766428,0.010569976419262647,0.0008281573498964804,0.0523566973326771,0.02858137749412116,0.0072079297255475995,0.0003523325473087549,427,111,17,27,0,12,145,82,0,12,120,74,0,12,17,29,34,38,74,68,20,32,566,113
2021,18097391002,1400000US18097391002,0.03243616287094548,1.8702772038220252,1.0032012335800553,1.8669865218156867,0.013069687423763823,0.0008535832334459337,0.04921782115321119,0.026400032462633033,0.04913122425830754,0.00034393914273062693,2731,368,115,85,592,294,474,205,229,178,200,116,188,139,92,102,139,127,387,124,315,111,3591,502
2022,18081610201,1400000US18081610201,0.0020869565217391307,0.0010782117623888477,0.04329079206133406,1.7860661418238912e-07,0.001044038842461557,0.0006956521739130435,0.0003594039207962826,0.014430264020444686,5.9535538060796375e-08,0.0003480129474871857,,,,,,,,,,,,,,,,,,,,,,,,
2022,18081610300,1400000US18081610300,0.0020869565217391307,0.01543464418348688,0.029101657878700213,1.4345221884152308e-06,0.000917878151983689,0.0010434782608695653,0.00771732209174344,0.014550828939350106,7.172610942076154e-07,0.0004589390759918445,,,,,,,,,,,,,,,,,,,,,,,,
2022,18097310104,1400000US18097310104,0.016,0.2518472157307089,0.34317017624637236,5.448285653040538e-06,0.007576606400074828,0.0007272727272727273,0.011447600715032223,0.015598644374835107,2.47649347865479e-07,0.00034439120000340125,910,254,42,49,250,255,177,97,188,113,35,57,20,33,0,13,0,13,148,91,50,49,2139,326
2022,18097310105,1400000US18097310105,0.022608695652173914,0.45292407150722647,0.4786741719607656,8.151213867751558e-06,0.010757549360788597,0.000729312762973352,0.01461045391958795,0.01544110232131502,2.629423828306954e-07,0.00034701772131576116,864,368,15,24,48,45,66,47,39,37,137,79,334,377,37,31,130,78,58,51,0,13,1890,374
2022,18097310106,1400000US18097310106,0.009391304347826087,0.10642748176996288,0.20359213331636664,3.0453240154711615e-06,0.004464465713737836,0.0007224080267558529,0.008186729366920222,0.015660933332028202,2.3425569349778165e-07,0.00034342043951829507,1989,276,144,170,194,118,323,123,253,173,335,199,119,114,135,119,66,57,384,156,36,40,2350,237
2022,18097310110,1400000US18097310110,0.001391304347826087,0.014599370074206974,0.036503449825502854,2.6058064951732087e-07,0.0006795238036203886,0.0006956521739130435,0.007299685037103487,0.018251724912751427,1.3029032475866043e-07,0.0003397619018101943,668,144,11,18,14,24,90,59,141,87,100,71,83,67,28,32,33,34,143,90,25,38,1404,110
2022,18097310111,1400000US18097310111,0.010434782608695653,0.11708247527395647,0.249727415731869,4.276269775889692e-06,0.004737113839198326,0.000802675585284281,0.009006344251842806,0.01920980121014377,3.289438289145917e-07,0.00036439337224602504,1021,169,15,24,2,4,337,175,142,79,121,112,87,73,40,48,102,75,171,104,4,9,1712,104
2022,18097310112,1400000US18097310112,0.004173913043478261,0.00969233096636201,0.07968743212644934,3.5817499626759396e-07,0.0020876685980515753,0.0006956521739130435,0.0016153884943936683,0.013281238687741557,5.969583271126566e-08,0.0003479447663419292,191,112,0,18,19,30,0,18,68,78,18,28,8,13,32,37,0,18,0,18,46,65,2535,349
2022,18097310201,1400000US18097310201,0.02365217391304348,0.3394480022286329,0.5164338319671765,2.1547062450968802e-06,0.01181556681815825,0.0006956521739130435,0.00998376477143038,0.01518923035197578,6.337371309108471e-08,0.0003475166711223015,492,128,0,13,79,74,75,66,15,17,96,71,39,41,7,13,63,67,118,117,0,13,1697,137
2022,18097310203,1400000US18097310203,0.008347826086956523,0.2607950683692946,0.20065948740726855,7.145591092666073e-07,0.004176035627638545,0.0006956521739130435,0.021732922364107884,0.016721623950605714,5.954659243888395e-08,0.00034800296896987876,1045,237,53,82,18,28,33,54,156,117,73,92,216,133,60,64,149,166,265,195,22,34,2361,222
2022,18097310204,1400000US18097310204,0.008347826086956523,0.1403421663320648,0.20642785165894761,7.144254207793955e-07,0.004176164465260633,0.0006956521739130435,0.011695180527672067,0.017202320971578967,5.9535451731616296e-08,0.00034801370543838614,613,176,0,18,52,42,91,82,13,20,17,20,39,36,16,25,60,104,312,127,13,21,1816,140
2022,18097310305,1400000US18097310305,0.008347826086956523,0.048296577022135155,0.17167401707069915,1.5792112420047413e-05,0.0036878291878700066,0.0008347826086956523,0.004829657702213516,0.017167401707069915,1.5792112420047412e-06,0.00036878291878700064,1671,238,27,44,90,83,181,172,381,254,242,189,159,129,134,134,163,145,161,140,133,145,2733,242
2022,18097310306,1400000US18097310306,0.0271304347826087,0.5912863290963548,0.7012677571218734,2.59577112998386e-05,0.012621097539325455,0.0007536231884057972,0.016424620252676523,0.019479659920052038,7.210475361066278e-07,0.0003505860427590404,2083,514,117,100,235,215,434,218,506,429,0,18,163,159,58,66,14,23,391,253,165,142,3087,454
2022,18097310308,1400000US18097310308,0.002782608695652174,0.1277927039146758,0.07804447659850139,2.384936770833205e-07,0.0013918827794601955,0.0006956521739130435,0.03194817597866895,0.019511119149625347,5.962341927083013e-08,0.0003479706948650489,161,91,0,13,0,13,19,32,58,52,0,13,36,55,0,13,31,35,17,30,0,13,1203,87
2022,18097310309,1400000US18097310309,0.002782608695652174,0.06352776992555537,0.06371661549125898,2.465778887344406e-07,0.0013904476188491093,0.0006956521739130435,0.01588194248138884,0.015929153872814746,6.164447218361015e-08,0.0003476119047122773,1023,187,46,73,54,62,203,132,53,48,230,138,103,116,35,41,99,100,200,111,0,13,1778,153
2022,18097310312,1400000US18097310312,0.008347826086956523,0.3164751990763816,0.2280353201319367,1.7312608665633336e-06,0.004102561510726381,0.0006956521739130435,0.026372933256365135,0.019002943344328057,1.442717388802778e-07,0.0003418801258938651,1837,273,0,18,116,142,133,133,350,220,63,59,247,226,68,87,396,242,464,210,0,18,2986,281
2022,18097320105,1400000US18097320105,0.003130434782608696,0.06140496825551833,0.04812508806024876,2.9194228213501626e-06,0.0013433716995731627,0.0010434782608695653,0.020468322751839445,0.01604169602008292,9.731409404500541e-07,0.00044779056652438756,902,151,0,13,183,115,136,96,105,126,140,127,46,48,64,65,16,31,187,139,25,43,1967,113
2022,18097320106,1400000US18097320106,0.0006956521739130435,0.018151896282517347,0.016115240732594113,3.2313144403901e-07,0.00032994576361798915,0.0006956521739130435,0.018151896282517347,0.016115240732594113,3.2313144403901e-07,0.00032994576361798915,790,464,8,17,0,13,67,61,332,480,36,32,64,51,25,28,44,52,207,80,7,11,1427,461
2022,18097320107,1400000US18097320107,0.0006956521739130435,0.019303322371293178,0.0165870622094079,3.0392121520154625e-07,0.0003219463008968519,0.0006956521739130435,0.019303322371293178,0.0165870622094079,3.0392121520154625e-07,0.0003219463008968519,174,104,5,8,74,100,24,23,15,24,0,13,6,9,0,13,5,7,16,23,29,25,908,121
2022,18097320108,1400000US18097320108,0.01773913043478261,0.16013650064272597,0.37753371665588514,6.919608269880929e-06,0.00829711970156117,0.0007391304347826088,0.006672354193446916,0.015730571527328548,2.883170112450387e-07,0.00034571332089838213,2069,273,203,176,66,80,88,91,262,152,165,160,114,88,85,99,342,240,590,237,154,152,2541,167
2022,18097320109,1400000US18097320109,0.0020869565217391307,0.04516744966063592,0.04842171380147218,4.306732014741674e-07,0.001018738869624951,0.0006956521739130435,0.015055816553545306,0.016140571267157393,1.4355773382472247e-07,0.000339579623208317,117,48,10,15,0,13,0,13,34,32,46,29,0,13,4,8,0,13,0,13,23,24,1372,318
2022,18097320202,1400000US18097320202,0.01947826086956522,0.3969411753726518,0.4674254644556645,6.720903286821119e-06,0.009565586848065298,0.0006956521739130435,0.014176470549023278,0.016693766587702306,2.400322602436114e-07,0.0003416281017166178,936,244,49,60,142,89,107,87,65,85,122,97,67,63,180,149,21,33,167,81,16,26,2915,347
2022,18097320205,1400000US18097320205,0.004173913043478261,0.10531255788247294,0.07247384161911809,4.621035034292703e-06,0.0017778587564302565,0.0010434782608695653,0.026328139470618236,0.018118460404779522,1.1552587585731758e-06,0.00044446468910756413,1260,136,31,35,75,62,136,93,462,114,82,60,178,107,26,30,38,34,150,86,82,69,1583,186
2022,18097320206,1400000US18097320206,0.004869565217391305,0.13788655201883315,0.10217683116308772,2.6868115413299122e-06,0.0022020560487347814,0.0008115942028985508,0.02298109200313886,0.01702947186051462,4.4780192355498537e-07,0.0003670093414557969,995,346,0,13,78,76,120,112,80,71,237,297,96,73,69,63,62,60,253,178,0,13,1771,324
2022,18097320301,1400000US18097320301,0.001391304347826087,0.03714531610382889,0.03613174768092947,5.883827109694255e-07,0.0006714717599241843,0.0006956521739130435,0.018572658051914444,0.018065873840464736,2.9419135548471276e-07,0.00033573587996209216,290,89,25,27,41,34,75,54,26,23,7,13,44,61,24,24,0,13,48,37,0,13,1925,197
2022,18097320305,1400000US18097320305,0.009043478260869566,0.11632532007422627,0.23032842231534206,1.6698994576035033e-05,0.004298331300530871,0.0006956521739130435,0.008948101544171251,0.017717570947334005,1.284538044310387e-06,0.0003306408692716054,58,43,0,13,0,13,26,29,0,13,0,13,32,33,0,13,0,13,0,13,0,13,1060,123
2022,18097320306,1400000US18097320306,0.00973913043478261,0.13595219791219426,0.24814352003527426,7.1296647489516645e-06,0.004710568470721084,0.0006956521739130435,0.009710871279442448,0.017724537145376733,5.092617677822618e-07,0.0003364691764800774,1315,182,16,26,190,124,155,108,179,124,315,193,15,26,23,27,41,46,326,152,55,88,2349,246
2022,18097320400,1400000US18097320400,0.004173913043478261,0.05755084612018648,0.11088690132586632,4.0135349004887183e-07,0.0020794025662513064,0.0006956521739130435,0.009591807686697746,0.01848115022097772,6.689224834147863e-08,0.00034656709437521775,772,228,50,53,56,42,126,68,77,56,147,108,28,29,63,49,0,13,225,175,0,13,1551,217
2022,18097320500,1400000US18097320500,0.0076521739130434785,0.21437277933618337,0.21244112329652276,1.3878633702277275e-06,0.003729362885597258,0.0006956521739130435,0.019488434485107578,0.019312829390592978,1.2616939729342977e-07,0.0003390329895997507,681,146,0,13,0,13,53,40,115,61,48,36,199,130,44,32,84,57,130,58,8,12,1514,207
2022,18097320600,1400000US18097320600,0.0076521739130434785,0.1767665937920351,0.21383882481369482,1.5108062311226458e-06,0.0037196077001717437,0.0006956521739130435,0.016069690344730464,0.019439893164881348,1.3734602101114962e-07,0.0003381461545610676,284,84,14,21,17,23,30,36,23,19,87,61,16,19,0,13,31,45,48,39,18,22,1146,89
2022,18097320700,1400000US18097320700,0.0017391304347826088,0.0060004874138391544,0.048387766444100054,0.010626798781461553,0.0010124500497623466,0.0004347826086956522,0.0015001218534597886,0.012096941611025014,0.0026566996953653883,0.00025311251244058665,478,131,46,52,51,42,57,55,70,44,88,52,47,27,33,54,30,36,56,38,0,13,1305,112
2022,18097320800,1400000US18097320800,0.009043478260869566,0.09698181100824899,0.2059964158832844,1.5093826710195267e-06,0.004555755822207115,0.0006956521739130435,0.007460139308326845,0.01584587814486803,1.1610635930919436e-07,0.0003504427555543934,47,30,8,13,0,13,0,13,8,11,8,11,0,13,0,13,0,13,9,9,14,18,1294,101
2022,18097320901,1400000US18097320901,0.011130434782608696,0.16407849360919943,0.280741991914292,1.0238127516033742e-06,0.005555274895955576,0.0006956521739130435,0.010254905850574965,0.01754637449464325,6.398829697521089e-08,0.0003472046809972235,809,178,45,37,66,80,52,60,37,44,80,100,221,162,56,54,46,51,206,210,0,18,2674,282
2022,18097320902,1400000US18097320902,0.008347826086956523,0.08530497357346509,0.19436658926264255,7.46373278804241e-07,0.0041696712930668145,0.0006956521739130435,0.007108747797788757,0.016197215771886878,6.219777323368675e-08,0.00034747260775556786,1006,169,90,80,49,45,58,67,82,68,65,48,159,104,12,20,170,106,309,129,12,23,1951,135
2022,18097320903,1400000US18097320903,0.0020869565217391307,0.03454317657098816,0.05153875673525565,1.7874262254434557e-07,0.001043997034708846,0.0006956521739130435,0.011514392190329388,0.01717958557841855,5.958087418144852e-08,0.00034799901156961537,1423,323,44,66,183,119,33,38,161,125,92,91,114,131,128,119,131,110,474,308,63,67,2377,331
2022,18097321001,1400000US18097321001,0.006956521739130435,0.1496293167576557,0.1865820949333634,5.953578384967041e-07,0.0034801260071132827,0.0006956521739130435,0.01496293167576557,0.01865820949333634,5.9535783849670414e-08,0.00034801260071132826,301,196,0,13,123,150,28,39,0,13,16,24,0,13,39,61,44,69,28,40,23,24,1093,183
2022,18097321002,1400000US18097321002,0.004173913043478261,0.14472329341106038,0.13118212643613678,3.0408186089043452e-06,0.0020240120408943772,0.0006956521739130435,0.024120548901843397,0.021863687739356128,5.068031014840575e-07,0.00033733534014906286,382,155,20,30,2,5,39,44,36,39,17,13,58,73,12,19,96,105,66,80,36,38,2025,281
2022,18097321100,1400000US18097321100,0.00973913043478261,0.21592240223062958,0.2727673304391463,1.1548213383502677e-06,0.0048186815824721166,0.0006956521739130435,0.015423028730759255,0.019483380745653308,8.248723845359054e-08,0.0003441915416051512,362,106,3,4,30,29,19,19,23,21,72,42,70,84,2,4,7,7,77,63,59,59,1706,180
2022,18097321200,1400000US18097321200,0.011130434782608696,0.10079102741776942,0.2360859289874534,0.08481002725930449,0.005602074464805585,0.0006956521739130435,0.006299439213610589,0.014755370561715837,0.005300626703706531,0.00035012965405034906,448,133,51,50,19,31,60,51,134,71,35,45,45,46,12,20,35,44,57,69,0,18,2153,229
2022,18097321300,1400000US18097321300,0.002782608695652174,0.031656823704091716,0.07734855129862628,6.033224611144138e-07,0.0013437236288470248,0.0006956521739130435,0.007914205926022929,0.01933713782465657,1.5083061527860345e-07,0.0003359309072117562,572,120,9,13,146,98,109,73,46,40,46,38,58,39,9,13,39,34,110,80,0,13,1395,132
2022,18097321400,1400000US18097321400,0.010434782608695653,0.37650832249799443,0.26152021810378684,3.5891917468206045e-06,0.004799605218661115,0.000802675585284281,0.02896217865369188,0.02011693985413745,2.760916728323542e-07,0.00036920040143547034,1181,303,0,13,192,146,155,152,91,77,243,197,33,38,91,74,55,60,170,141,151,137,2583,296
2022,18097321600,1400000US18097321600,0.005565217391304348,0.02573268687602726,0.1723565456144314,1.5206112907608043e-06,0.0027074186816501704,0.0006956521739130435,0.0032165858595034074,0.021544568201803924,1.9007641134510054e-07,0.0003384273352062713,986,278,4,12,15,28,45,40,180,131,87,91,69,67,215,216,105,131,178,124,88,98,2617,345
2022,18097321700,1400000US18097321700,0.00973913043478261,0.42362727159394,0.2653394982770024,5.086060127654247e-06,0.004453862540667316,0.0008115942028985508,0.035302272632828334,0.022111624856416864,4.238383439711872e-07,0.00037115521172227634,641,209,23,38,0,13,49,35,58,65,0,13,64,60,93,115,180,106,156,125,18,27,2132,223
2022,18097321800,1400000US18097321800,0.00591304347826087,0.13161178339724935,0.1284679703014478,0.07390999753617927,0.0028866552688139534,0.0007391304347826087,0.01645147292465617,0.016058496287680975,0.009238749692022409,0.0003608319086017442,252,76,9,16,54,49,22,22,22,20,15,16,33,38,0,13,18,21,68,60,11,17,1527,127
2022,18097321900,1400000US18097321900,0.010434782608695653,0.2660418086108098,0.2929642514026272,4.829594812074797e-06,0.004873261038598334,0.0007453416149068323,0.019002986329343555,0.020926017957330515,3.4497105800534263e-07,0.0003480900741855953,241,85,0,18,11,17,13,19,16,30,22,25,19,23,0,18,0,18,150,58,10,15,1260,135
2022,18097322000,1400000US18097322000,0.00973913043478261,0.3812843444740392,0.32704144201743784,1.967683609508243e-06,0.004805517075526538,0.0006956521739130435,0.027234596033859942,0.02336010300124556,1.4054882925058878e-07,0.000343251219680467,751,294,22,24,51,48,111,83,212,252,22,32,99,66,0,13,50,37,151,71,33,31,1882,270
2022,18097322100,1400000US18097322100,0.005565217391304348,0.32848208558903796,0.18379544997988853,6.4657756540781676e-06,0.0024911728031915574,0.0007950310559006211,0.046926012227005424,0.02625649285426979,9.236822362968811e-07,0.0003558818290273653,180,75,7,12,22,25,56,54,8,13,20,22,10,21,0,13,25,24,28,34,4,7,1092,76
2022,18097322200,1400000US18097322200,0.0076521739130434785,0.16840883238341628,0.15044043179719838,0.25008300738219896,0.003650447895688469,0.0007652173913043479,0.01684088323834163,0.015044043179719838,0.025008300738219896,0.0003650447895688469,227,69,0,13,4,6,69,39,16,16,54,43,28,27,0,13,23,25,24,16,9,12,898,102
2022,18097322300,1400000US18097322300,0.006956521739130435,0.205961987336284,0.19243947931373223,0.09461906941153048,0.0033977237993773036,0.0006956521739130435,0.0205961987336284,0.019243947931373222,0.009461906941153047,0.0003397723799377304,341,173,7,11,17,19,63,38,135,140,22,20,0,13,0,13,7,12,31,31,59,75,1104,176
2022,18097322400,1400000US18097322400,0.00973913043478261,0.2223819826464244,0.3117603679901394,3.2901939379289328e-06,0.004687216775012108,0.0006956521739130435,0.015884427331887458,0.022268597713581386,2.3501385270920947e-07,0.00033480119821515053,662,227,0,13,99,70,42,33,99,69,61,45,23,25,44,38,157,195,110,72,27,34,1785,244
2022,18097322500,1400000US18097322500,0.005565217391304348,0.12259026767528015,0.18313028116284744,9.883887514932454e-07,0.0027359960974497888,0.0006956521739130435,0.01532378345941002,0.02289128514535593,1.2354859393665567e-07,0.0003419995121812236,599,105,0,13,104,99,55,37,28,24,71,59,14,15,88,88,22,20,196,81,21,35,954,85
2022,18097322601,1400000US18097322601,0.014260869565217393,0.470131599093481,0.43630581056311846,2.320334937395147e-06,0.006927940952814702,0.0007130434782608696,0.02350657995467405,0.021815290528155923,1.1601674686975734e-07,0.0003463970476407351,814,134,11,18,11,19,77,73,50,57,98,85,72,70,38,47,68,66,174,107,215,132,1339,96
2022,18097322602,1400000US18097322602,0.004869565217391305,0.0969238035077532,0.14779350499513344,6.97403011162945e-07,0.002410091154365332,0.0006956521739130435,0.013846257643964743,0.021113357856447634,9.962900159470643e-08,0.0003442987363379046,566,158,77,94,47,43,108,71,103,82,49,36,57,65,22,30,66,55,37,37,0,13,864,159
2022,18097322700,1400000US18097322700,0.01182608695652174,0.3179927730731276,0.3377861399542188,1.0434793032709635e-06,0.005908711624384044,0.0006956521739130435,0.01870545723959574,0.01986977293848346,6.138113548652727e-08,0.00034757127202259084,184,199,113,193,0,13,0,13,0,13,22,26,16,24,0,13,9,14,24,39,0,13,1114,193
2022,18097330105,1400000US18097330105,0.014260869565217393,0.23089582492137334,0.31288932584786733,2.2577006359575146e-05,0.006429172703258737,0.0007922705314009663,0.012827545828965186,0.017382740324881518,1.2542781310875082e-06,0.00035717626129215204,1647,460,0,13,171,128,130,94,637,416,121,83,0,13,78,108,27,49,418,270,65,74,2795,445
2022,18097330106,1400000US18097330106,0.014260869565217393,0.20634354128442223,0.28810314736591514,2.281895794009944e-05,0.006096921845512527,0.0008388746803069054,0.012137855369671895,0.016947243962700892,1.3422916435352612e-06,0.0003586424615007369,1828,299,0,13,33,39,454,237,225,143,228,150,210,162,185,124,131,91,362,185,0,13,2704,270
2022,18097330211,1400000US18097330211,0.002782608695652174,0.0017592205984690325,0.048770826560095244,2.3820740533892101e-07,0.0013919793133228015,0.0006956521739130435,0.0004398051496172581,0.012192706640023811,5.9551851334730253e-08,0.0003479948283307004,1168,224,0,18,31,48,192,162,95,79,29,43,68,58,202,191,80,85,383,225,88,82,2123,120
2022,18097330401,1400000US18097330401,0.0034782608695652175,0.09519322794945922,0.09103629825399213,2.545102145762865e-06,0.0016105223918795803,0.0006956521739130435,0.019038645589891844,0.018207259650798426,5.09020429152573e-07,0.00032210447837591606,592,200,0,18,0,18,246,208,0,18,26,43,108,152,0,18,106,120,106,110,0,18,2278,210
2022,18097330500,1400000US18097330500,0.00591304347826087,0.16227503749625233,0.15454740656307722,4.069407358547396e-06,0.0026829323805405577,0.0007391304347826087,0.02028437968703154,0.019318425820384653,5.086759198184245e-07,0.0003353665475675697,512,176,0,18,0,18,17,44,44,50,68,79,57,72,43,48,109,99,123,109,51,85,2756,357
2022,18097330600,1400000US18097330600,0.0010434782608695653,0.01349055501472068,0.018420291015699808,1.3712995108571855e-06,0.00043958698587564545,0.0010434782608695653,0.01349055501472068,0.018420291015699808,1.3712995108571855e-06,0.00043958698587564545,1445,552,0,18,134,123,106,75,108,115,97,80,65,72,246,202,118,89,546,497,25,40,2623,558
2022,18097330803,1400000US18097330803,0.012869565217391306,0.09736929010206498,0.2657936736315756,1.9999641620257152e-06,0.006261257350874943,0.0007149758454106281,0.005409405005670277,0.014766315201754199,1.1110912011253974e-07,0.0003478476306041635,1166,403,0,13,228,251,186,219,112,98,65,71,21,36,52,59,83,97,310,155,109,99,2158,372
2022,18097330804,1400000US18097330804,0.0034782608695652175,0.011913709116214335,0.0633216199431437,3.0123176451986213e-07,0.0017389484215076705,0.0006956521739130435,0.002382741823242867,0.01266432398862874,6.024635290397242e-08,0.0003477896843015341,861,193,62,48,115,100,77,60,68,53,69,65,0,13,25,28,96,100,229,127,120,103,1551,204
2022,18097330805,1400000US18097330805,0.009391304347826087,0.14287130316990804,0.19233817899036015,1.7223286353512934e-06,0.004516005648624145,0.0007224080267558529,0.01099010024383908,0.014795244537720012,1.3248681810394565e-07,0.000347385049894165,723,152,35,55,45,44,45,46,101,78,89,80,21,25,31,44,148,119,163,88,45,50,1352,118
2022,18097330806,1400000US18097330806,0.006956521739130435,0.05744904265885257,0.14404040372196153,9.902126452747723e-07,0.0034140429732592613,0.0006956521739130435,0.005744904265885257,0.014404040372196152,9.902126452747722e-08,0.00034140429732592615,924,263,0,18,52,57,16,27,0,18,202,105,120,98,120,180,70,79,232,134,112,104,1770,279
2022,18097330900,1400000US18097330900,0.00973913043478261,0.20856132970709704,0.23709589153329685,3.835438970703104e-06,0.00456356570709492,0.0007491638795986623,0.016043179208238233,0.018238145502561295,2.9503376697716184e-07,0.0003510435159303785,2077,500,24,43,101,131,350,289,311,346,174,124,199,147,85,97,110,120,640,265,83,113,3096,429
2022,18097331000,1400000US18097331000,0.018086956521739132,0.456503833999764,0.4798458033245705,3.2135552071238217e-06,0.00878378930277461,0.0007234782608695653,0.01826015335999056,0.01919383213298282,1.2854220828495287e-07,0.00035135157211098436,823,264,0,13,0,13,43,46,75,59,16,27,99,78,73,65,60,62,419,241,38,53,1866,241
2022,18097340101,1400000US18097340101,0.009043478260869566,0.026349115110750203,0.18593750538700854,2.1080244106211113e-06,0.004268244920395633,0.0007536231884057972,0.002195759592562517,0.015494792115584044,1.756687008850926e-07,0.0003556870766996361,306,132,10,15,67,70,20,22,66,81,47,41,9,14,13,21,0,13,57,55,17,18,2043,307
2022,18097340102,1400000US18097340102,0.008347826086956523,0.05491965686141343,0.19669037052899954,1.2594966822368111e-06,0.00409089739435173,0.0006956521739130435,0.004576638071784453,0.01639086421074996,1.0495805685306759e-07,0.0003409081161959775,1501,198,168,123,80,65,149,79,98,81,126,80,143,83,97,72,192,130,438,128,10,16,2202,190
2022,18097340108,1400000US18097340108,0.0076521739130434785,0.05082598432596285,0.19105936722514022,2.4189910796338945e-06,0.003753416214698792,0.0006956521739130435,0.004620544029632987,0.017369033384103658,2.199082799667177e-07,0.00034121965588170835,1116,170,30,41,129,146,98,63,244,108,147,75,66,52,54,61,50,46,235,108,63,59,1459,171
2022,18097340115,1400000US18097340115,0.009043478260869566,0.05705779470213018,0.2443553265545321,1.8897501876958635e-06,0.004393864259492158,0.0006956521739130435,0.004389061130933091,0.018796563581117854,1.4536539905352795e-07,0.00033798955842247365,2284,267,47,42,168,147,292,114,414,172,417,195,217,128,169,130,268,226,208,116,84,86,3163,274
2022,18097340201,1400000US18097340201,0.015304347826086957,0.14676054388141146,0.39836678347535537,2.9475140544223244e-06,0.0075607974206685245,0.0006956521739130435,0.00667093381279143,0.018107581067061607,1.3397791156465112e-07,0.0003436726100303875,409,122,30,55,35,35,49,63,113,91,0,13,0,13,15,37,37,55,122,83,8,14,1242,162
2022,18097340202,1400000US18097340202,0.021565217391304348,0.23762723747966202,0.5109573995440791,2.0027350261782902e-05,0.009925709644593671,0.0007701863354037267,0.008486687052845072,0.018248478555145685,7.152625093493893e-07,0.0003544896301640597,1239,197,12,20,92,81,83,52,159,78,267,156,116,103,149,109,108,88,179,128,74,79,2074,165
2022,18097340301,1400000US18097340301,0.00973913043478261,0.12888758513075133,0.2723698969144162,4.082526127291315e-06,0.004783650004821154,0.0006956521739130435,0.009206256080767953,0.019454992636744016,2.9160900909223676e-07,0.00034168928605865387,581,365,22,39,0,13,86,89,0,13,132,133,14,23,63,70,0,13,248,315,16,25,1217,311
2022,18097340302,1400000US18097340302,0.009043478260869566,0.07369921420980975,0.24907587871298345,1.1498886641179938e-06,0.004501916743661929,0.0006956521739130435,0.005669170323831519,0.019159682977921803,8.84529741629226e-08,0.0003463012879739945,1086,199,114,118,68,82,70,93,227,126,54,60,0,18,128,146,55,68,266,145,104,99,1793,289
2022,18097340400,1400000US18097340400,0.010434782608695653,0.3029455780158271,0.3037528015565956,8.004158576519053e-06,0.004993353987623822,0.0007453416149068323,0.021638969858273367,0.02169662868261397,5.717256126085037e-07,0.0003566681419731301,589,163,62,67,15,23,31,45,60,69,83,96,0,13,33,53,101,98,179,141,25,39,1484,176
2022,18097340500,1400000US18097340500,0.006260869565217392,0.18335959628700088,0.21429870508725002,4.336508478303775e-06,0.002993124889140379,0.0006956521739130435,0.02037328847633343,0.02381096723191667,4.818342753670861e-07,0.00033256943212670877,1670,379,0,18,75,73,155,94,174,145,277,147,91,86,6,12,268,121,614,371,10,20,2294,352
2022,18097340600,1400000US18097340600,0.01947826086956522,0.5824741509946375,0.606807192809249,3.428518262427587e-05,0.008753982048545127,0.0007791304347826087,0.0232989660397855,0.024272287712369958,1.371407304971035e-06,0.0003501592819418051,821,201,23,34,5,13,143,74,113,83,23,38,124,136,54,42,53,48,130,83,153,96,2035,192
